"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014764","PORTLAND JETPORT, ME US","2020-01-01","9.40",,"0.00","0.0","9.8","35","40","32","  260","  240","21.0","25.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-02","5.59",,"0.00","0.0","9.8","34","41","30","  230","  230","13.0","15.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-03","3.13",,"0.00","0.0","9.1","40","46","35","  240","  260","8.1","11.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-04","4.47",,"0.17","0.0","7.9","38","41","34","   20","   20","13.0","17.0","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-01-05","10.51",,"0.11","0.2","7.1","34","35","21","  320","  300","25.9","38.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-06","3.80",,"0.00","0.0","7.1","22","26","14","   20","   20","10.1","13.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-07","3.80",,"0.00","0.1","7.1","28","38","19","  290","  240","13.0","16.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-08","9.17",,"0.03","0.5","7.1","32","39","27","  290","  300","23.9","33.1",,,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-01-09","8.28",,"0.00","0.0","7.1","25","29","16","  290","  300","21.9","29.1",,,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-01-10","5.14",,"0.00","0.0","7.1","28","43","16","  210","  220","16.1","23.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-11","5.82",,"0.00","0.0","7.1","46","63","38","  230","  200","18.1","27.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-12","8.50",,"0.21","0.0","3.1","45","52","29","   30","   20","18.1","25.1","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-01-13","6.71",,"0.00","0.0","3.1","27","29","24","  360","  350","16.1","21.9","    1",,,,,"    1","    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-01-14","6.26",,"0.27","2.5","3.1","30","36","28","   70","   90","14.1","17.0","    1",,,,,"    1","    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-01-15","5.37",,"0.00","0.0","5.1","35","45","30","  290","  290","18.1","23.0","    1",,,,,"    1","    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-01-16","7.61",,"0.67","6.0","5.1","35","35","23","  330","  330","21.0","38.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-17","15.21",,"0.00","0.0","5.9","18","23","3","  340","  320","23.9","38.9",,,,,,,,"    1"
"USW00014764","PORTLAND JETPORT, ME US","2020-01-18","4.47",,"0.32","3.7","5.9","11","19","3","  330",,"8.9",,"    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-19","7.61",,"0.16","1.7","9.8","23","37","16","  340","  330","23.0","29.1",,,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-01-20","8.72",,"0.00","0.0","9.8","22","27","7","  320","  340","18.1","23.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-21","2.91",,"0.00","0.0","9.8","13","23","-4","  280","  260","6.9","11.0",,,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-01-22","3.58",,"0.00","0.0","9.1","20","35","8","  200","  210","8.9","11.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-23","2.46",,"0.00","0.0","9.1","29","41","15","  220","  220","10.1","13.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-24","5.82",,"0.00","0.0","9.1","32","40","22","   70","   60","13.0","16.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-25","12.08",,"1.37","0.0","7.1","38","44","36","   80","   90","25.9","35.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-26","9.40",,"0.22","0.0","3.9","42","47","35","   60","   60","23.0","29.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-27","6.71",,"0.00","0.0","3.1","39","47","33","  310","  320","17.0","21.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-28","9.62",,"0.00","0.0","3.1","37","41","31","  340","  310","18.1","21.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-29","10.51",,"0.00","0.0","2.0","31","37","19","  350","  350","21.0","25.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-30","4.03",,"0.00","0.0","2.0","24","35","15","  330","  320","8.9","13.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-01-31","2.01",,"0.00","0.0","2.0","29","43","17","  140","  180","8.9","10.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-01","2.46",,"0.00","0.0","2.0","35","40","31","  350","  350","8.1","8.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-02","4.92",,"0.00","0.0","2.0","35","40","28","  310","  320","8.9","15.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-03","6.93",,"0.00","0.0","2.0","34","47","22","  270","  260","16.1","21.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-04","2.46",,"0.00","0.0","2.0","36","40","26","   60","   50","10.1","12.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-05","5.82",,"0.00","0.0","2.0","35","39","27","  310","  350","16.1","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-06","7.61",,"0.63","5.1","3.9","28","31","24","   50","   50","15.0","19.0","    1","    1",,,,"    1","    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-02-07","10.96",,"0.39","0.2","5.9","31","34","24","  310","  300","28.0","38.0","    1",,,,"    1","    1","    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-02-08","10.51",,"0.00","0.0","5.9","23","27","8","  250","  270","23.0","31.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-09","2.91",,"0.01","0.0","5.1","14","28","0","  190","  180","8.9","13.0",,,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-02-10","5.82",,"0.23","0.4","5.1","33","40","27","  190","  190","17.0","25.1","    1",,,,,"    1",,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-11","3.80",,"0.01","0.0","3.9","33","38","25","  300","  300","10.1","12.1","    1","    1",,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-02-12","8.50",,"0.01","0.0","3.9","36","41","32","  290","  280","21.0","25.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-13","3.13",,"0.24","1.2","5.1","35","38","31","  220","  210","14.1","19.9","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-02-14","12.08",,"0.00","0.0","3.9","23","32","5","  350","  330","21.9","29.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-15","4.70",,"0.00","0.0","3.9","10","26","-1","  210","  210","14.1","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-16","8.72",,"0.00","0.0","3.9","30","42","23","  280","  200","16.1","21.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-17","7.61",,"0.00","0.0","3.9","34","40","23","  330","  310","17.0","21.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-18","6.71",,"0.57","2.5","3.9","25","37","19","  140","  130","15.0","21.0","    1",,,,,"    1",,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-19","11.41",,"0.00","0.0","5.9","33","40","22","  280","  290","36.0","45.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-20","5.82",,"0.00","0.0","5.1","22","29","12","  290","  280","19.9","25.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-21","6.93",,"0.00","0.0","5.1","17","28","2","  210","  170","15.0","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-22","8.05",,"0.00","0.0","5.1","31","44","19","  280","  230","15.0","18.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-23","2.68",,"0.00","0.0","5.1","35","45","21","  150","  150","10.1","14.1","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-02-24","3.58",,"0.00","0.0","3.9","36","51","24","  180","  180","13.0","18.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-25","3.13",,"0.00","0.0","3.9","40","47","33","  130","  130","10.1","13.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-26","5.82",,"0.00","0.0","3.1","41","46","37","  100","  100","14.1","17.0","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-02-27","20.13",,"1.45","0.0","1.2","41","48","31","   90","   90","38.0","47.0","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-02-28","12.30",,"0.00","0.0","1.2","32","37","27","  260","  240","23.9","33.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-02-29","10.07",,"0.00","0.0","1.2","30","35","19","  280","  240","19.9","25.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-01","9.17",,"0.00","0.0","0.0","25","35","16","  310","  300","18.1","23.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-02","5.37",,"0.01","0.0","0.0","30","44","18","  180","  190","19.9","29.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-03","5.82",,"0.11","0.0","0.0","44","61","32","  150","  170","14.1","18.1","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-03-04","16.33",,"0.00","0.0","0.0","46","51","36","  290","  260","36.0","45.0","    1","    1",,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-05","7.83",,"0.00","0.0","0.0","42","51","29","  310","  310","21.0","27.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-06","11.18",,"0.00","0.0","0.0","35","45","25","   30","   30","29.1","38.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-07","18.57",,"0.00","0.0","0.0","35","44","26","  350","  360","33.1","45.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-08","5.82",,"0.00","0.0","0.0","37","52","25","  280","  280","15.0","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-09","6.04",,"0.00","0.0","0.0","50","70","38","  270","  270","17.0","21.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-10","4.92",,"0.00","0.0","0.0","42","48","37","   50","   40","15.0","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-11","6.93",,"0.00","0.0","0.0","44","51","36","  320","  330","15.0","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-12","6.26",,"0.00","0.0","0.0","36","42","30","   40","   30","13.0","17.0",,,,"    1",,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-13","12.75",,"0.85","0.0","0.0","43","50","39","  270","  240","25.1","35.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-14","13.65",,"0.00","0.0","0.0","45","53","37","  300","  320","25.9","35.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-15","11.41",,"0.00","0.0","0.0","39","45","25","  330","   10","19.9","23.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-16","7.38",,"0.00","0.0","0.0","27","35","20","  150","  150","14.1","19.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-17","7.61",,"0.12","0.0","0.0","36","42","32","  180","  180","17.0","30.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-18","5.82",,"0.00","0.0","0.0","39","48","28","  100","  120","14.1","16.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-19","9.17",,"0.26","0.0","0.0","41","43","37","  110","   60","17.0","21.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-20","8.05",,"0.09","0.0","0.0","42","63","37","  270","  260","21.9","33.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-21","14.76",,"0.00","0.0","0.0","46","54","26","  310","  310","25.1","36.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-22","7.16",,"0.00","0.0","0.0","29","40","21","  350","  360","18.1","23.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-23","9.17",,"0.85","5.5","0.0","31","38","21","  150","  140","17.0","23.9","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-24","12.08",,"0.17","0.6","5.1","38","49","33","  310","  300","19.9","23.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-25","7.61",,"0.00","0.0","2.0","37","43","27","   90","   90","15.0","17.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-26","7.16",,"0.00","0.0","1.2","40","52","31","  360","   30","16.1","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-27","11.18",,"0.00","0.0","1.2","46","55","36","  340","  340","28.0","36.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-28","5.59",,"0.00","0.0","0.0","42","51","29","  200","  210","15.0","19.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-29","8.28",,"0.81","0.0","0.0","43","46","37","   80","   80","18.1","23.9","    1",,"    1","    1",,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-03-30","11.18",,"0.17","0.0","0.0","38","39","34","   40","   50","19.9","25.1","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-03-31","9.84",,"0.00","0.0","0.0","37","47","30","   50","   30","19.9","27.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-01","10.51",,"0.03","0.0","0.0","38","46","29","   30","   10","18.1","23.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-02","13.65",,"1.18","0.0","0.0","42","46","39","  350","  360","23.9","33.1","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-04-03","17.22",,"0.47","0.0","0.0","46","47","43","   30","   10","23.9","35.1","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-04-04","7.83",,"0.00","0.0","0.0","45","53","39","   30","   20","18.1","23.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-05","6.71",,"0.00","0.0","0.0","43","50","39","  180","  180","19.9","23.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-06","9.17",,"0.00","0.0","0.0","48","60","37","  310","  290","25.1","33.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-07","5.82",,"0.00","0.0","0.0","45","53","32","  160","  140","16.1","21.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-08","5.82",,"0.00","0.0","0.0","42","50","35","  110","  100","13.0","15.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-09","12.08",,"1.33","3.0","0.0","42","45","33","  160","  140","31.1","42.1","    1",,"    1",,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-04-10","14.54",,"0.02","0.0","2.0","38","44","35","  280","  290","28.0","35.1",,,,,"    1",,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-04-11","10.96",,"0.00","0.0","0.0","41","47","31","  290","  290","25.1","31.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-12","9.17",,"0.00","0.0","0.0","42","53","31","  180","  180","21.0","28.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-13","13.42",,"1.22","0.0","0.0","49","59","45","  180","  160","28.0","42.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-14","10.51",,"0.00","0.0","0.0","52","58","44","  260","  260","23.9","35.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-15","7.83",,"0.00","0.0","0.0","46","52","32","  290","  280","21.0","30.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-16","7.61",,"0.00","0.0","0.0","39","47","29","  300","  290","21.9","28.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-17","9.17",,"0.00","0.0","0.0","39","49","31","  280","  250","23.0","29.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-18","8.72",,"0.13","0.0","0.0","40","43","30","   50","   50","17.0","21.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-19","9.17",,"0.00","0.0","0.0","42","56","27","  180","  180","21.9","31.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-20","9.17",,"0.00","0.0","0.0","49","54","32","  320","  270","21.0","28.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-21","10.29",,"0.16","0.0","0.0","40","49","28","  160","  150","28.0","36.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-22","14.09",,"0.00","0.0","0.0","37","43","31","  290","  300","31.1","42.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-23","7.38",,"0.00","0.0","0.0","40","54","26","  250","  240","21.0","32.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-24","7.38",,"0.00","0.0","0.0","43","50","35","   80","   70","21.0","25.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-25","5.82",,"0.00","0.0","0.0","45","56","36","  160","  180","15.0","19.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-26","8.50",,"0.02","0.0","0.0","44","54","34","   40","   50","29.1","36.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-27","15.21",,"0.64","0.0","0.0","41","42","39","   20","   40","23.0","33.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-28","9.62",,"0.00","0.0","0.0","42","52","36","   30","   40","21.9","28.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-29","6.71",,"0.00","0.0","0.0","46","53","34","  160","  140","14.1","19.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-04-30","9.17",,"0.01","0.0","0.0","44","47","43","  130","  130","17.0","23.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-01","9.62",,"0.96","0.0","0.0","50","59","47","  150","  130","23.9","38.0","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-05-02","12.30",,"0.01","0.0","0.0","56","68","44","  310","  310","28.0","40.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-03","6.71",,"0.01","0.0","0.0","56","67","46","  160","  180","16.1","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-04","11.41",,"0.00","0.0","0.0","56","65","45","  340","  330","23.0","31.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-05","14.76",,"0.00","0.0","0.0","49","56","39","  310","  310","28.0","34.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-06","6.71",,"0.00","0.0","0.0","46","55","34","  190","  190","17.0","23.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-07","8.72",,"0.00","0.0","0.0","50","60","43","  160","  310","17.0","21.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-08","11.63",,"0.10","0.0","0.0","51","60","40","  300","  300","33.1","42.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-09","17.90",,"0.35","0.0","0.0","41","44","35","  280","  310","35.1","48.1","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-05-10","13.65",,"0.00","0.0","0.0","43","56","35","  290","  280","29.1","36.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-11","8.50",,"0.20","0.0","0.0","51","60","44","  160","  170","18.1","23.9","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-12","14.09",,"0.00","0.0","0.0","49","56","38","  310","  310","25.9","35.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-13","12.53",,"0.00","0.0","0.0","47","58","35","  290","  290","25.9","35.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-14","7.38",,"0.00","0.0","0.0","55","71","36","  310","  320","21.0","28.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-15","6.71",,"0.49","0.0","0.0","52","59","48","  310","  300","25.9","33.1","    1","    1","    1",,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-05-16","10.51",,"0.01","0.0","0.0","56","67","48","  350","  330","23.9","31.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-17","7.61",,"0.00","0.0","0.0","56","63","47","  180","  180","19.9","23.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-18","5.37",,"0.00","0.0","0.0","57","65","44","  150","  150","15.0","19.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-19","7.61",,"0.00","0.0","0.0","51","60","40","   50","   50","17.0","21.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-20","6.26",,"0.00","0.0","0.0","53","63","40","  190","  200","19.9","25.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-21","8.50",,"0.00","0.0","0.0","58","74","46","  180","  180","21.9","30.0",,,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-05-22","5.82",,"0.00","0.0","0.0","68","85","50","  160","  150","17.0","23.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-23","9.40",,"0.00","0.0","0.0","59","68","43","  100","  110","23.9","31.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-24","5.59",,"0.00","0.0","0.0","49","56","37","   90","   90","14.1","17.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-25","3.13",,"0.00","0.0","0.0","49","58","40","   80","   90","10.1","12.1","    1","    1",,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-05-26","5.82",,"0.00","0.0","0.0","59","70","52","  160","  150","14.1","19.0","    1","    1",,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-05-27","6.49",,"0.00","0.0","0.0","64","77","53","  150","  170","17.0","23.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-28","10.07",,"0.00","0.0","0.0","71","86","62","  170","  220","18.1","25.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-29","10.51",,"0.00","0.0","0.0","70","78","46","  180","  170","21.0","28.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-30","8.28",,"0.01","0.0","0.0","71","81","60","  270","  270","21.9","30.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-05-31","13.42",,"0.00","0.0","0.0","62","66","43","  300","  300","23.9","34.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-01","8.50",,"0.00","0.0","0.0","51","64","37","  360","  310","21.0","32.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-02","7.38",,"0.02","0.0","0.0","54","64","42","  160","  150","18.1","23.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-03","4.47",,"0.03","0.0","0.0","58","69","53","  140","  150","12.1","15.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-04","7.38",,"0.00","0.0","0.0","65","78","51","  200","  200","19.9","25.9","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-05","6.26",,"0.00","0.0","0.0","73","84","65","  180","  180","15.0","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-06","4.47",,"0.11","0.0","0.0","71","79","63","  350","  340","23.0","29.1","    1",,"    1",,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-07","9.62",,"0.00","0.0","0.0","63","69","56","  350","  350","19.9","23.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-08","10.51",,"0.00","0.0","0.0","64","77","50","  300","  290","23.9","30.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-09","3.58",,"0.00","0.0","0.0","66","74","54","  360","  310","13.0","14.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-10","7.83",,"0.02","0.0","0.0","58","64","52","   90","   90","15.0","18.1","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-06-11","9.17",,"0.18","0.0","0.0","62","71","57","  190","  180","21.0","30.0","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-06-12","6.71",,"0.00","0.0","0.0","70","79","61","  190","  190","19.9","28.0","    1","    1",,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-13","6.71",,"0.00","0.0","0.0","64","71","51","  350","   10","16.1","19.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-14","7.83",,"0.00","0.0","0.0","61","71","51","   90","   90","13.0","17.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-15","5.37",,"0.00","0.0","0.0","60","71","46","  160","  160","12.1","15.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-16","4.70",,"0.00","0.0","0.0","64","79","49","  180","  150","14.1","18.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-17","6.49",,"0.00","0.0","0.0","65","78","50","  180","  150","16.1","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-18","6.04",,"0.00","0.0","0.0","71","87","54","  180","  180","16.1","21.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-19","7.16",,"0.00","0.0","0.0","77","90","62","  180","  180","17.0","25.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-20","4.92",,"0.00","0.0","0.0","81","93","69","  360","  160","13.0","17.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-06-21","6.93",,"0.00","0.0","0.0","70","71","62","  100","   90","15.0","18.1","    1","    1",,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-06-22","6.26",,"0.00","0.0","0.0","65","75","59","   80","  100","13.0","18.1","    1","    1",,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-06-23","6.04",,"0.00","0.0","0.0","67","75","63","  140","  140","13.0","17.0","    1",,,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-06-24","7.61",,"0.00","0.0","0.0","70","82","65","  170","  320","14.1","21.9","    1","    1",,,,,"    1",
"USW00014764","PORTLAND JETPORT, ME US","2020-06-25","6.93",,"0.00","0.0","0.0","72","83","60","  180","  200","18.1","23.9",,,,,,,,
